STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,DEMEANOR_OF_PERSON_STOPPED_TOP10,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,SUSPECT_OTHER_DESCRIPTION_TOP10,STOP_LOCATION_BORO_NAME
04-11-2019,308,22:50:00,1370,November,Monday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,UPSET,UPSET,30,BLACK,6.1,182.5,150,RED PLAID SHIRT,NONE,MANHATTAN
04-11-2019,308,22:50:00,1370,November,Monday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,ANNOYED,ANNOYED,33,BLACK,5.3,157.5,180,BLACK LEATHER JACKET,JACKET,MANHATTAN
04-11-2019,308,22:50:00,1370,November,Monday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,ANNOYED,ANNOYED,29,BLACK,5.6,165,150,RED HAT,HAT,MANHATTAN
18-11-2019,322,00:12:00,12,November,Monday,POF,0,0,CPW,CPW,30,30,(null),NONE,Y,N,COOPERATIVE,COOPERATIVE,26,BLACK,6.6,195,230,(null),NONE,MANHATTAN
11-11-2019,315,23:45:00,1425,November,Monday,POM,1,1,MENACING,MENACING,20,20,(null),NONE,Y,Y,CALM,CALM,30,BLACK HISPANIC,5.8,170,160,BLACK BUBBLE JACKET,JACKET,BRONX
18-11-2019,322,14:10:00,850,November,Monday,POM,3,3,CPW,CPW,5,5,CRIMINAL POSSESSION OF CONTROLLE,OTHER,N,N,COOPERATIVE,COOPERATIVE,24,BLACK HISPANIC,5.1,152.5,170,N/A,NONE,BRONX
18-11-2019,322,22:43:00,1363,November,Monday,POM,1,1,CPW,CPW,2,2,CPW,CPW,N,Y,CALM,CALM,29,BLACK,5.6,165,120,(null),NONE,BRONX
25-11-2019,329,22:30:00,1350,November,Monday,POM,3,3,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,26,BLACK,5.8,170,160,(null),NONE,BRONX
04-11-2019,308,10:06:00,606,November,Monday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,UPSET,UPSET,35,WHITE HISPANIC,5.9,172.5,185,(null),NONE,BRONX
11-11-2019,315,22:00:00,1320,November,Monday,POM,0,0,ASSAULT,ASSAULT,2,2,CPSP,OTHER,Y,N,#N/A,NONE,30,BLACK,5.11,177.5,145,(null),NONE,BRONX
04-11-2019,308,11:50:00,710,November,Monday,POM,1,1,CPW,CPW,8,8,(null),NONE,Y,N,NERVOUS,NERVOUS,23,BLACK,5.6,165,130,(null),NONE,BRONX
04-11-2019,308,19:00:00,1140,November,Monday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,CALM,CALM,21,BLACK,5.9,172.5,160,(null),NONE,BRONX
04-11-2019,308,17:39:00,1059,November,Monday,POF,2,2,PETIT LARCENY,PETIT LARCENY,15,15,PETIT LARCENY,PETIT LARCENY,N,N,ANGRY,ANGRY,19,BLACK,5.6,165,130,WEARING BLACK HOODIES DARK COLORED CLOTHES (SNEAKERS),HOODIE,BROOKLYN
04-11-2019,308,17:39:00,1059,November,Monday,POF,2,2,PETIT LARCENY,PETIT LARCENY,15,15,PETIT LARCENY,PETIT LARCENY,N,N,ANGRY,ANGRY,17,BLACK HISPANIC,5.6,165,130,WEARING BLACK HOODIES AND DARK COLORED CLOTHING,HOODIE,BROOKLYN
18-11-2019,322,18:30:00,1110,November,Monday,POM,1,1,ROBBERY,ROBBERY,2,2,ROBBERY,ROBBERY,Y,N,NORMAL,NORMAL,16,BLACK,6.2,185,230,RED HOODIE,HOODIE,BROOKLYN
25-11-2019,329,23:15:00,1395,November,Monday,POM,1,1,CPW,CPW,2,2,(null),NONE,N,N,IRRATE,NONE,40,WHITE HISPANIC,6.4,190,190,(null),NONE,BROOKLYN
11-11-2019,315,22:14:00,1334,November,Monday,POM,1,1,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,N,N,CALM,CALM,16,BLACK HISPANIC,5.1,152.5,140,(null),NONE,BROOKLYN
11-11-2019,315,22:14:00,1334,November,Monday,POM,1,1,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,N,N,CALM,CALM,17,BLACK HISPANIC,5.9,172.5,140,(null),NONE,BROOKLYN
11-11-2019,315,22:14:00,1334,November,Monday,POM,1,1,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,N,N,CALM,CALM,19,BLACK HISPANIC,5.9,172.5,150,(null),NONE,BROOKLYN
25-11-2019,329,07:05:00,425,November,Monday,POM,0,0,CPW,CPW,3,3,(null),NONE,Y,N,CALM AND UNDERSTANDING,CALM,34,BLACK,5.9,172.5,190,NON,NONE,BROOKLYN
11-11-2019,315,21:30:00,1290,November,Monday,POM,0,0,UNAUTHORIZED USE OF A VEHICLE,OTHER,23,23,(null),NONE,Y,N,NERVOUS,NERVOUS,15,BLACK,5.6,165,130,(null),NONE,BROOKLYN
25-11-2019,329,16:20:00,980,November,Monday,POM,5,5,ROBBERY,ROBBERY,20,20,(null),NONE,Y,N,CALM,CALM,17,BLACK,6.1,182.5,190,(null),NONE,BROOKLYN
25-11-2019,329,15:40:00,940,November,Monday,POM,3,3,ROBBERY,ROBBERY,10,10,(null),NONE,Y,N,CALM,CALM,21,BLACK,5.9,172.5,150,(null),NONE,QUEENS
25-11-2019,329,16:06:00,966,November,Monday,POM,1,1,CPW,CPW,16,16,(null),NONE,Y,N,AGITATED,AGITATED,28,WHITE HISPANIC,5.1,152.5,260,UNKNOWN,NONE,QUEENS
25-11-2019,329,16:06:00,966,November,Monday,POM,1,1,CPW,CPW,16,16,(null),NONE,Y,N,UNDERSTANDING,UNDERSTANDING,57,WHITE HISPANIC,5.7,167.5,220,(null),NONE,QUEENS
25-11-2019,329,16:06:00,966,November,Monday,POM,1,1,CPW,CPW,16,16,(null),NONE,Y,N,CALM,CALM,55,WHITE HISPANIC,5.7,167.5,160,UNKNOWN,NONE,QUEENS
18-11-2019,322,12:05:00,725,November,Monday,POM,2,2,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,OTHER,4,4,(null),NONE,N,N,CALM,CALM,30,ASIAN / PACIFIC ISLANDER,6,180,170,(null),NONE,QUEENS
25-11-2019,329,17:40:00,1060,November,Monday,POM,1,1,CPW,CPW,12,12,(null),NONE,Y,Y,EDP,NONE,50,BLACK,6.1,182.5,180,(null),NONE,QUEENS
18-11-2019,322,17:15:00,1035,November,Monday,POM,1,1,PETIT LARCENY,PETIT LARCENY,3,3,(null),NONE,Y,N,ARGUMENATIVE,NONE,40,WHITE,5.6,165,170,(null),NONE,QUEENS
19-11-2019,323,21:10:00,1270,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,15,15,ROBBERY,ROBBERY,Y,N,NERVOUS BUT COMPLIANT,NERVOUS,16,BLACK,5.1,152.5,115,RED BACKPACK,NONE,MANHATTAN
19-11-2019,323,21:10:00,1270,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,15,15,ROBBERY,ROBBERY,Y,Y,NERVOUS BUT COMPLIANT,NERVOUS,17,BLACK,5.1,152.5,120,WHITE HOODIE,HOODIE,MANHATTAN
05-11-2019,309,20:28:00,1228,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,11,11,(null),NONE,N,N,CALM,CALM,22,BLACK,6,180,170,NONE,NONE,MANHATTAN
05-11-2019,309,20:28:00,1228,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,11,11,(null),NONE,N,N,CALM,CALM,23,BLACK,6.2,185,180,NONE,NONE,MANHATTAN
05-11-2019,309,20:28:00,1228,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,11,11,(null),NONE,N,N,IRRATE,NONE,22,BLACK,6,180,150,NONE,NONE,MANHATTAN
05-11-2019,309,20:28:00,1228,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,11,11,(null),NONE,N,N,CALM,CALM,22,BLACK,5.7,167.5,145,NONE,NONE,MANHATTAN
12-11-2019,316,18:03:00,1083,November,Tuesday,POM,0,0,ASSAULT,ASSAULT,10,10,(null),NONE,Y,N,UPSET,UPSET,45,BLACK,5.11,177.5,220,(null),NONE,MANHATTAN
05-11-2019,309,18:40:00,1120,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,5,5,ROBBERY,ROBBERY,Y,N,"QUIET, OUT OF BREATH, SWEATING",NONE,16,BLACK,5.1,152.5,150,"BLACK SWEATSHIRT, BLUE JEANS",SWEATSHIRT,MANHATTAN
05-11-2019,309,18:40:00,1120,November,Tuesday,POF,1,1,ROBBERY,ROBBERY,5,5,ROBBERY,ROBBERY,Y,N,"QUIET, OUT OF BREATH AND SWEATING",NONE,16,BLACK,5.9,172.5,145,(null),NONE,MANHATTAN
05-11-2019,309,18:36:00,1116,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,N,N,BELLIGERENT,NONE,16,BLACK,5.1,152.5,150,(null),NONE,MANHATTAN
05-11-2019,309,18:36:00,1116,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,N,N,AGGRESSIVE AND AGITATED,AGITATED,15,BLACK,6,180,200,(null),NONE,MANHATTAN
05-11-2019,309,18:36:00,1116,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,6,6,ROBBERY,ROBBERY,N,N,BELLIGERENT,NONE,16,BLACK,5.11,177.5,155,(null),NONE,MANHATTAN
05-11-2019,309,18:36:00,1116,November,Tuesday,POM,5,5,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,N,N,BELLIGERENT,NONE,16,BLACK,5.11,177.5,155,(null),NONE,MANHATTAN
26-11-2019,330,14:20:00,860,November,Tuesday,POM,3,3,CPW,CPW,10,10,CPW,CPW,N,Y,NERVOUS,NERVOUS,22,BLACK,5.11,177.5,165,"BLACK JACKET, BLACK SWEATER, DARK BLUE JEANS",JACKET,MANHATTAN
26-11-2019,330,14:20:00,860,November,Tuesday,POM,5,5,CPW,CPW,2,2,(null),NONE,N,N,UPSET,UPSET,19,BLACK,6,180,170,"RED HOODIE, BLACK",HOODIE,MANHATTAN
19-11-2019,323,23:25:00,1405,November,Tuesday,POM,2,2,ROBBERY,ROBBERY,3,3,(null),NONE,N,N,CALM,CALM,49,BLACK,5.11,177.5,185,(null),NONE,MANHATTAN
19-11-2019,323,23:35:00,1415,November,Tuesday,POM,2,2,ROBBERY,ROBBERY,3,3,(null),NONE,N,N,#N/A,NONE,22,WHITE,5.4,160,120,GLASSES,GLASSES,MANHATTAN
05-11-2019,309,09:33:00,573,November,Tuesday,POM,1,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,18,BLACK HISPANIC,5.1,152.5,140,N/A,NONE,MANHATTAN
12-11-2019,316,13:00:00,780,November,Tuesday,POF,1,1,BURGLARY,BURGLARY,2,2,(null),NONE,Y,N,#N/A,NONE,41,BLACK,6.2,185,180,UNKNOWN,NONE,MANHATTAN
12-11-2019,316,14:51:00,891,November,Tuesday,POM,1,1,ASSAULT,ASSAULT,8,8,(null),NONE,Y,N,CALM,CALM,29,BLACK,6,180,160,"RED JACKET, BLACK JEANS",JACKET,BRONX
05-11-2019,309,02:00:00,120,November,Tuesday,POF,1,1,BURGLARY,BURGLARY,10,10,BURGLARY,BURGLARY,Y,N,NERVOUS,NERVOUS,49,WHITE HISPANIC,5.1,152.5,190,(null),NONE,BRONX
05-11-2019,309,02:00:00,120,November,Tuesday,POF,1,1,BURGLARY,BURGLARY,10,10,BURGLARY,BURGLARY,Y,N,NERVOUS,NERVOUS,31,WHITE HISPANIC,6,180,250,(null),NONE,BRONX
19-11-2019,323,17:05:00,1025,November,Tuesday,POM,5,5,CPW,CPW,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,17,WHITE HISPANIC,6,180,150,"WHITE SWEATER, BLUE JEANS JACKET, BLUE JEANS, CURLY AFRO HAIRSTYLE",JACKET,BRONX
12-11-2019,316,18:13:00,1093,November,Tuesday,POM,0,0,ASSAULT,ASSAULT,2,2,ASSAULT,ASSAULT,Y,Y,#N/A,NONE,31,BLACK,6.1,182.5,200,RED JACKET BLUE DU RAG,JACKET,BRONX
19-11-2019,323,11:26:00,686,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,21,WHITE HISPANIC,5.1,152.5,150,(null),NONE,BRONX
12-11-2019,316,13:35:00,815,November,Tuesday,POM,5,5,ASSAULT,ASSAULT,20,20,(null),NONE,Y,N,UPSET,UPSET,20,BLACK,5.11,177.5,160,(null),NONE,BRONX
19-11-2019,323,16:20:00,980,November,Tuesday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,CALM/COOPERATIVE,CALM,19,BLACK HISPANIC,5.8,170,150,"GRAY HOODIE, BLACK JACKET, GRAY SWEATPANTS, GRAY/WHITE SNEAKERS",JACKET,BRONX
26-11-2019,330,09:00:00,540,November,Tuesday,POM,2,2,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,N,NERVOUS/FIDGETY/WALKING AROUND,NERVOUS,18,BLACK,5.8,170,170,(null),NONE,BROOKLYN
19-11-2019,323,04:30:00,270,November,Tuesday,POM,2,2,ROBBERY,ROBBERY,5,5,CPW,CPW,N,Y,CALM,CALM,26,BLACK,6.1,182.5,200,N/A,NONE,BROOKLYN
05-11-2019,309,12:50:00,770,November,Tuesday,POF,2,2,ASSAULT,ASSAULT,27,27,ASSAULT,ASSAULT,Y,N,CALM,CALM,23,BLACK,5.11,177.5,190,(null),NONE,BROOKLYN
05-11-2019,309,20:24:00,1224,November,Tuesday,POM,1,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,30,30,OTHER,OTHER,Y,N,UPSET,UPSET,39,BLACK,6.1,182.5,190,(null),NONE,BROOKLYN
19-11-2019,323,15:57:00,957,November,Tuesday,POM,0,0,CPW,CPW,32,32,(null),NONE,Y,N,CALM,CALM,14,BLACK,5.6,165,140,(null),NONE,BROOKLYN
19-11-2019,323,16:20:00,980,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,Y,N,UPSET,UPSET,15,BLACK,5.9,172.5,160,DARK COLOR JACKET,JACKET,BROOKLYN
26-11-2019,330,00:00:00,0,November,Tuesday,POM,1,1,CPW,CPW,4,4,(null),NONE,Y,N,NERVOUS,NERVOUS,33,BLACK,5.8,170,190,"BLACK HOODIE, DARK COLORED SWEATPANTS",HOODIE,BROOKLYN
12-11-2019,316,02:09:00,129,November,Tuesday,POM,9,9,ASSAULT,ASSAULT,16,16,ASSAULT,ASSAULT,Y,N,UPSET,UPSET,20,ASIAN / PACIFIC ISLANDER,6,180,140,(null),NONE,BROOKLYN
26-11-2019,330,16:02:00,962,November,Tuesday,POM,1,1,CPW,CPW,12,12,(null),NONE,N,N,ANNOYED,ANNOYED,18,BLACK,5.11,177.5,160,SCAR ON THE LEFT SIDE OF HIS FACE,SCAR,BROOKLYN
05-11-2019,309,16:55:00,1015,November,Tuesday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,NERVOUS,NERVOUS,33,BLACK,6.1,182.5,160,(null),NONE,BROOKLYN
05-11-2019,309,16:25:00,985,November,Tuesday,LT,1,1,GRAND LARCENY,GRAND LARCENY,20,20,GRAND LARCENY,GRAND LARCENY,Y,N,NERVOUS,NERVOUS,54,BLACK,5.8,170,170,(null),NONE,BROOKLYN
05-11-2019,309,15:27:00,927,November,Tuesday,POM,2,2,CPW,CPW,1,1,(null),NONE,N,N,ANGRY,ANGRY,20,BLACK,6,180,150,(null),NONE,BROOKLYN
26-11-2019,330,08:54:00,534,November,Tuesday,POM,1,1,OTHER,OTHER,5,5,(null),NONE,Y,N,#N/A,NONE,26,BLACK,6,180,160,(null),NONE,BROOKLYN
05-11-2019,309,18:27:00,1107,November,Tuesday,POM,1,1,CPW,CPW,1,1,(null),NONE,Y,N,CALM,CALM,19,BLACK,6,180,190,(null),NONE,BROOKLYN
05-11-2019,309,21:50:00,1310,November,Tuesday,POM,15,10+,CPW,CPW,1,1,(null),NONE,Y,N,CALM,CALM,21,BLACK,5.8,170,160,(null),NONE,BROOKLYN
12-11-2019,316,20:41:00,1241,November,Tuesday,POM,2,2,CPW,CPW,6,6,(null),NONE,Y,Y,TALKATIVE,NONE,29,WHITE HISPANIC,5.1,152.5,210,GAGED EARINGS,NONE,BROOKLYN
26-11-2019,330,18:36:00,1116,November,Tuesday,POM,1,1,BURGLARY,BURGLARY,14,14,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,N,#N/A,NONE,22,BLACK,6.2,185,200,FACIAL TATTOOS,TATTOO,BROOKLYN
05-11-2019,309,15:22:00,922,November,Tuesday,POM,0,0,CPW,CPW,9,9,CPW,CPW,N,Y,AGITATED,AGITATED,19,BLACK,5.1,152.5,150,(null),NONE,QUEENS
12-11-2019,316,15:25:00,925,November,Tuesday,POM,1,1,CPW,CPW,10,10,CPW,CPW,N,Y,NERVOUS,NERVOUS,15,BLACK HISPANIC,5.8,170,130,(null),NONE,QUEENS
05-11-2019,309,23:45:00,1425,November,Tuesday,DTS,2,2,CPW,CPW,10,10,(null),NONE,N,N,UPSET,UPSET,22,BLACK,5.1,152.5,200,(null),NONE,QUEENS
26-11-2019,330,15:07:00,907,November,Tuesday,POM,1,1,ASSAULT,ASSAULT,17,17,(null),NONE,Y,Y,CALM,CALM,16,BLACK,5.9,172.5,150,BLACK DURAG,NONE,QUEENS
26-11-2019,330,10:55:00,655,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,6,6,(null),NONE,Y,Y,CALM,CALM,37,BLACK,5.6,165,200,(null),NONE,QUEENS
19-11-2019,323,09:50:00,590,November,Tuesday,POM,0,0,ROBBERY,ROBBERY,7,7,PETIT LARCENY,PETIT LARCENY,Y,N,SCARED,NONE,24,BLACK HISPANIC,5.1,152.5,144,TATTOOS,TATTOO,QUEENS
05-11-2019,309,20:52:00,1252,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,17,17,ROBBERY,ROBBERY,N,N,NORMAL,NORMAL,15,BLACK,5.11,177.5,193,NONE,NONE,QUEENS
19-11-2019,323,16:56:00,1016,November,Tuesday,POM,1,1,PETIT LARCENY,PETIT LARCENY,11,11,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,CALM,29,WHITE,5.6,165,150,(null),NONE,QUEENS
26-11-2019,330,15:55:00,955,November,Tuesday,POM,1,1,ROBBERY,ROBBERY,7,7,ROBBERY,ROBBERY,N,Y,NERVOUS,NERVOUS,18,WHITE HISPANIC,5.6,165,140,(null),NONE,QUEENS
12-11-2019,316,23:00:00,1380,November,Tuesday,POM,0,0,CPW,CPW,6,6,(null),NONE,N,Y,NERVOUS AND ANXIOUS,NERVOUS,17,BLACK,5.1,152.5,200,CAMO JACKET/ DU-RAG,JACKET,QUEENS
06-11-2019,310,03:46:00,226,November,Wednesday,POM,1,1,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,Y,N,ANGRY,ANGRY,49,BLACK,5.1,152.5,217,"BLACK JACKET, BLACK PANTS, GREEN SHOPPING BAG.",JACKET,MANHATTAN
06-11-2019,310,19:40:00,1180,November,Wednesday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,COOPERATIVE,COOPERATIVE,40,BLACK,5.8,170,190,(null),NONE,MANHATTAN
27-11-2019,331,01:41:00,101,November,Wednesday,POF,0,0,ROBBERY,ROBBERY,12,12,ROBBERY,ROBBERY,Y,Y,CALM,CALM,23,BLACK HISPANIC,5.1,152.5,247,"GRAY PANTS, BLACK BOOKBAG, BLACK HOODIE",HOODIE,MANHATTAN
20-11-2019,324,08:30:00,510,November,Wednesday,POM,1,1,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,N,COUFESED,NONE,28,WHITE HISPANIC,5.4,160,170,(null),NONE,MANHATTAN
20-11-2019,324,08:30:00,510,November,Wednesday,POM,2,2,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,N,CONFUSED,NONE,30,WHITE HISPANIC,5.5,162.5,160,(null),NONE,MANHATTAN
20-11-2019,324,08:30:00,510,November,Wednesday,POM,2,2,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,N,CONFUSED,NONE,30,WHITE HISPANIC,5.4,160,160,(null),NONE,MANHATTAN
20-11-2019,324,08:30:00,510,November,Wednesday,POM,2,2,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,N,CONFUSED,NONE,30,WHITE HISPANIC,5.5,162.5,160,(null),NONE,MANHATTAN
06-11-2019,310,00:54:00,54,November,Wednesday,POM,2,2,CPW,CPW,5,5,(null),NONE,N,N,CALM,CALM,30,BLACK,5.7,167.5,160,"RED BOMBER JACKET, WHITE SURGICAL MASK, FANNY PACK",JACKET,MANHATTAN
06-11-2019,310,20:49:00,1249,November,Wednesday,POM,10,10,ASSAULT,ASSAULT,15,15,PETIT LARCENY,PETIT LARCENY,N,N,CALM,CALM,15,BLACK,5.8,170,150,(null),NONE,MANHATTAN
20-11-2019,324,20:30:00,1230,November,Wednesday,POM,45,10+,BURGLARY,BURGLARY,7,7,(null),NONE,N,N,COOPERATIVE,COOPERATIVE,34,BLACK,5.8,170,220,(null),NONE,MANHATTAN
27-11-2019,331,14:20:00,860,November,Wednesday,POF,1,1,ASSAULT,ASSAULT,20,20,(null),NONE,Y,Y,CALM,CALM,23,BLACK,5.1,152.5,180,(null),NONE,MANHATTAN
27-11-2019,331,21:31:00,1291,November,Wednesday,POM,1,1,CPW,CPW,9,9,(null),NONE,N,Y,CALM,CALM,22,WHITE HISPANIC,5.4,160,150,(null),NONE,MANHATTAN
27-11-2019,331,00:55:00,55,November,Wednesday,POM,3,3,CPW,CPW,5,5,(null),NONE,Y,N,CALM,CALM,21,BLACK,5.11,177.5,190,UNKNOWN,NONE,MANHATTAN
06-11-2019,310,05:10:00,310,November,Wednesday,POM,1,1,MENACING,MENACING,10,10,(null),NONE,Y,Y,UPSET,UPSET,56,BLACK,6,180,215,(null),NONE,MANHATTAN
27-11-2019,331,16:20:00,980,November,Wednesday,SGT,1,1,ASSAULT,ASSAULT,10,10,CPW,CPW,N,Y,COMBATIVE,COMBATIVE,21,BLACK HISPANIC,5.6,165,150,BLACK ZIPDOWN JACKET & BLUE HOODIE UNDERNEATH,JACKET,BRONX
27-11-2019,331,23:04:00,1384,November,Wednesday,POM,1,1,CPW,CPW,5,5,CRIMINAL SALE OF CONTROLLED SUBS,OTHER,N,N,HOSTILE,NONE,45,BLACK,5.1,152.5,200,(null),NONE,BRONX
20-11-2019,324,02:45:00,165,November,Wednesday,POM,1,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,13,13,CRIMINAL POSSESSION OF CONTROLLE,OTHER,Y,N,NERVOUS,NERVOUS,25,BLACK HISPANIC,6.2,185,180,"BLUE JACKET, BLUE JEANS, WHITE SNEAKERS",JACKET,BRONX
27-11-2019,331,09:05:00,545,November,Wednesday,POF,0,0,CPW,CPW,4,4,(null),NONE,Y,N,COOPERATIVE AND ANXIOUS,COOPERATIVE,38,BLACK,6,180,200,"BLACK SKULL CAP, BLACK HOODIE, BLACK JACKET, GREY SWEATPANTS, WITH BLACK AND WHIT",JACKET,BRONX
27-11-2019,331,01:46:00,106,November,Wednesday,POM,1,1,CPW,CPW,1,1,(null),NONE,N,N,NORMAL,NORMAL,22,BLACK,6.1,182.5,180,(null),NONE,BRONX
13-11-2019,317,14:10:00,850,November,Wednesday,POM,1,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,1,1,(null),NONE,Y,N,NERVOUS,NERVOUS,18,WHITE HISPANIC,5.7,167.5,150,NONE,NONE,BRONX
06-11-2019,310,10:35:00,635,November,Wednesday,POF,1,1,CPW,CPW,30,30,CRIMINAL POSSESSION OF CONTROLLE,OTHER,Y,N,UPSET,UPSET,18,BLACK,5.7,167.5,140,RED SWEATSUIT,NONE,BRONX
06-11-2019,310,10:35:00,635,November,Wednesday,POF,1,1,CPW,CPW,30,30,CRIMINAL POSSESSION OF CONTROLLE,OTHER,Y,N,UPSET,UPSET,30,BLACK,5.11,177.5,170,BLACK AND WHITE JACKET,JACKET,BRONX
06-11-2019,310,10:35:00,635,November,Wednesday,POF,1,1,CPW,CPW,30,30,CPW,CPW,Y,N,UPSET,UPSET,23,WHITE HISPANIC,5.11,177.5,190,"READING GLASSES, BLUE JEAN JACKET",JACKET,BRONX
06-11-2019,310,01:10:00,70,November,Wednesday,POM,10,10,GRAND LARCENY,GRAND LARCENY,29,29,(null),NONE,N,N,NERVOUS,NERVOUS,18,BLACK,5.11,177.5,155,BLACK SWEATSHIRT AN BLACK PUFFY JACKET,JACKET,BRONX
06-11-2019,310,01:10:00,70,November,Wednesday,POM,10,10,GRAND LARCENY,GRAND LARCENY,29,29,(null),NONE,N,N,NERVOUS,NERVOUS,47,WHITE HISPANIC,5.11,177.5,260,GREY SWEATSHIRT,SWEATSHIRT,BRONX
20-11-2019,324,02:27:00,147,November,Wednesday,POM,1,1,ROBBERY,ROBBERY,10,10,CRIMINAL POSSESSION OF CONTROLLE,OTHER,Y,Y,EXTREMELY NERVOUS,NERVOUS,28,WHITE HISPANIC,5.8,170,150,(null),NONE,BRONX
27-11-2019,331,16:06:00,966,November,Wednesday,POM,1,1,CPW,CPW,8,8,MENACING,MENACING,Y,Y,COOPERATIVE,COOPERATIVE,40,WHITE,5.1,152.5,180,(null),NONE,BRONX
13-11-2019,317,23:00:00,1380,November,Wednesday,POM,10,10,CPW,CPW,5,5,(null),NONE,N,N,CALM AND UNDERSTANDING,CALM,17,BLACK,5.1,152.5,120,"GREEN JACKET, GRAY HOODIE, DARK BLUE JEANS",JACKET,BROOKLYN
06-11-2019,310,01:40:00,100,November,Wednesday,POM,1,1,ASSAULT,ASSAULT,15,15,(null),NONE,Y,N,#N/A,NONE,23,ASIAN / PACIFIC ISLANDER,5.1,152.5,200,(null),NONE,BROOKLYN
20-11-2019,324,23:37:00,1417,November,Wednesday,POM,1,1,CPW,CPW,7,7,(null),NONE,N,N,#N/A,NONE,21,BLACK,5.1,152.5,160,(null),NONE,BROOKLYN
13-11-2019,317,20:30:00,1230,November,Wednesday,POM,1,1,CPW,CPW,1,1,(null),NONE,Y,N,IRRITATED,NONE,18,BLACK,5.7,167.5,130,(null),NONE,BROOKLYN
13-11-2019,317,22:22:00,1342,November,Wednesday,POM,1,1,CPW,CPW,1,1,CPW,CPW,N,Y,CALM,CALM,26,BLACK,5.9,172.5,170,(null),NONE,BROOKLYN
13-11-2019,317,22:22:00,1342,November,Wednesday,SGT,1,1,CPW,CPW,1,1,(null),NONE,N,Y,CALM,CALM,21,BLACK,5.9,172.5,180,(null),NONE,BROOKLYN
13-11-2019,317,22:28:00,1348,November,Wednesday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,N,N,UPSET,UPSET,18,BLACK,5.1,152.5,160,N/A,NONE,BROOKLYN
